"message","date_time"
"Cannot fetch user payment details","12/04/2025 06:00:11"
"Database Connection Error: payments is not iterable","12/04/2025 06:00:11"
"Cannot fetch user payment details","12/04/2025 09:00:03"
"Database Connection Error: payments is not iterable","12/04/2025 09:00:03"
"Cannot fetch user payment details","12/04/2025 12:00:06"
"Database Connection Error: payments is not iterable","12/04/2025 12:00:06"
"Cannot fetch user payment details","12/04/2025 15:00:06"
"Database Connection Error: payments is not iterable","12/04/2025 15:00:06"
"Cannot fetch user payment details","12/04/2025 18:00:03"
"Database Connection Error: payments is not iterable","12/04/2025 18:00:03"
"Cannot fetch user payment details","12/04/2025 21:00:03"
"Database Connection Error: payments is not iterable","12/04/2025 21:00:03"
"Cannot fetch user payment details","13/04/2025 03:00:06"
"Database Connection Error: payments is not iterable","13/04/2025 03:00:06"
"Cannot fetch user payment details","13/04/2025 06:00:08"
"Database Connection Error: payments is not iterable","13/04/2025 06:00:08"
"Cannot fetch user payment details","13/04/2025 09:00:09"
"Database Connection Error: payments is not iterable","13/04/2025 09:00:09"
"Cannot fetch user payment details","13/04/2025 12:00:06"
"Database Connection Error: payments is not iterable","13/04/2025 12:00:06"
"Cannot fetch user payment details","13/04/2025 15:00:06"
"Database Connection Error: payments is not iterable","13/04/2025 15:00:06"
"Cannot fetch user payment details","13/04/2025 18:00:06"
"Database Connection Error: payments is not iterable","13/04/2025 18:00:06"
"Cannot fetch user payment details","14/04/2025 00:00:05"
"Database Connection Error: payments is not iterable","14/04/2025 00:00:05"
"Cannot fetch user payment details","14/04/2025 03:00:05"
"Database Connection Error: payments is not iterable","14/04/2025 03:00:05"
"Cannot fetch user payment details","14/04/2025 06:00:03"
"Database Connection Error: payments is not iterable","14/04/2025 06:00:03"
"Cannot fetch user payment details","14/04/2025 09:00:06"
"Database Connection Error: payments is not iterable","14/04/2025 09:00:06"
"Cannot fetch user payment details","14/04/2025 12:00:05"
"Database Connection Error: payments is not iterable","14/04/2025 12:00:05"
"Cannot fetch user payment details","14/04/2025 15:00:06"
"Database Connection Error: payments is not iterable","14/04/2025 15:00:06"
"Cannot fetch user payment details","14/04/2025 18:00:06"
"Database Connection Error: payments is not iterable","14/04/2025 18:00:06"
"Cannot fetch user payment details","14/04/2025 21:00:03"
"Database Connection Error: payments is not iterable","14/04/2025 21:00:03"
"Database Connection Error: Failed to connect to 124.43.16.80:1433 in 15000ms","15/04/2025 00:00:15"
"Database Connection Error: Failed to connect to 124.43.16.80:1433 in 15000ms","15/04/2025 03:00:15"
"Database Connection Error: Failed to connect to 124.43.16.80:1433 in 15000ms","15/04/2025 06:00:15"
"Database Connection Error: Failed to connect to 124.43.16.80:1433 in 15000ms","15/04/2025 09:00:15"
"Cannot fetch user payment details","15/04/2025 12:00:03"
"Database Connection Error: payments is not iterable","15/04/2025 12:00:03"
"Cannot fetch user payment details","15/04/2025 15:00:03"
"Database Connection Error: payments is not iterable","15/04/2025 15:00:03"
"Cannot fetch user payment details","15/04/2025 18:00:03"
"Database Connection Error: payments is not iterable","15/04/2025 18:00:03"
"Cannot fetch user payment details","15/04/2025 21:00:03"
"Database Connection Error: payments is not iterable","15/04/2025 21:00:03"
"Cannot fetch user payment details","16/04/2025 03:00:03"
"Database Connection Error: payments is not iterable","16/04/2025 03:00:03"
"Cannot fetch user payment details","16/04/2025 06:00:03"
"Database Connection Error: payments is not iterable","16/04/2025 06:00:03"
"Cannot fetch user payment details","16/04/2025 09:00:03"
"Database Connection Error: payments is not iterable","16/04/2025 09:00:03"
"Cannot fetch user payment details","16/04/2025 12:00:02"
"Database Connection Error: payments is not iterable","16/04/2025 12:00:02"
"Cannot fetch user payment details","16/04/2025 15:00:04"
"Database Connection Error: payments is not iterable","16/04/2025 15:00:04"
"Cannot fetch user payment details","16/04/2025 18:00:03"
"Database Connection Error: payments is not iterable","16/04/2025 18:00:03"
"Cannot fetch user payment details","16/04/2025 21:00:03"
"Database Connection Error: payments is not iterable","16/04/2025 21:00:03"
"Cannot fetch user payment details","17/04/2025 03:00:03"
"Database Connection Error: payments is not iterable","17/04/2025 03:00:03"
"Cannot fetch user payment details","17/04/2025 06:00:03"
"Database Connection Error: payments is not iterable","17/04/2025 06:00:03"
"Cannot fetch user payment details","17/04/2025 09:00:03"
"Database Connection Error: payments is not iterable","17/04/2025 09:00:03"
"Cannot fetch user payment details","17/04/2025 12:00:03"
"Database Connection Error: payments is not iterable","17/04/2025 12:00:03"
"Cannot fetch user payment details","17/04/2025 15:00:03"
"Database Connection Error: payments is not iterable","17/04/2025 15:00:03"
"Cannot fetch user payment details","17/04/2025 18:00:03"
"Database Connection Error: payments is not iterable","17/04/2025 18:00:03"
"Cannot fetch user payment details","17/04/2025 21:00:03"
"Database Connection Error: payments is not iterable","17/04/2025 21:00:03"
"Cannot fetch user payment details","18/04/2025 03:00:03"
"Database Connection Error: payments is not iterable","18/04/2025 03:00:03"
"Cannot fetch user payment details","18/04/2025 06:00:04"
"Database Connection Error: payments is not iterable","18/04/2025 06:00:04"
"Cannot fetch user payment details","18/04/2025 09:00:03"
"Database Connection Error: payments is not iterable","18/04/2025 09:00:03"
"Cannot fetch user payment details","18/04/2025 12:00:03"
"Database Connection Error: payments is not iterable","18/04/2025 12:00:03"
"Cannot fetch user payment details","18/04/2025 15:00:03"
"Database Connection Error: payments is not iterable","18/04/2025 15:00:03"
"Cannot fetch user payment details","18/04/2025 18:00:03"
"Database Connection Error: payments is not iterable","18/04/2025 18:00:03"
"Cannot fetch user payment details","18/04/2025 21:00:03"
"Database Connection Error: payments is not iterable","18/04/2025 21:00:03"
"Cannot fetch user payment details","19/04/2025 03:00:03"
"Database Connection Error: payments is not iterable","19/04/2025 03:00:03"
"Cannot fetch user payment details","19/04/2025 06:00:03"
"Database Connection Error: payments is not iterable","19/04/2025 06:00:03"
"Cannot fetch user payment details","19/04/2025 09:00:05"
"Database Connection Error: payments is not iterable","19/04/2025 09:00:05"
"Cannot fetch user payment details","19/04/2025 12:00:04"
"Database Connection Error: payments is not iterable","19/04/2025 12:00:04"
"Cannot fetch user payment details","19/04/2025 15:00:03"
"Database Connection Error: payments is not iterable","19/04/2025 15:00:03"
"Cannot fetch user payment details","19/04/2025 18:00:03"
"Database Connection Error: payments is not iterable","19/04/2025 18:00:03"
"Cannot fetch user payment details","19/04/2025 21:00:03"
"Database Connection Error: payments is not iterable","19/04/2025 21:00:03"
"Cannot fetch user payment details","20/04/2025 03:00:03"
"Database Connection Error: payments is not iterable","20/04/2025 03:00:03"
"Cannot fetch user payment details","20/04/2025 06:00:05"
"Database Connection Error: payments is not iterable","20/04/2025 06:00:05"
"Cannot fetch user payment details","20/04/2025 09:00:06"
"Database Connection Error: payments is not iterable","20/04/2025 09:00:06"
"Cannot fetch user payment details","20/04/2025 12:00:04"
"Database Connection Error: payments is not iterable","20/04/2025 12:00:04"
"Cannot fetch user payment details","20/04/2025 15:00:03"
"Database Connection Error: payments is not iterable","20/04/2025 15:00:03"
"Cannot fetch user payment details","20/04/2025 18:00:03"
"Database Connection Error: payments is not iterable","20/04/2025 18:00:03"
"Cannot fetch user payment details","20/04/2025 21:00:04"
"Database Connection Error: payments is not iterable","20/04/2025 21:00:04"
"Database Connection Error: Failed to connect to 124.43.16.80:1433 in 15000ms","21/04/2025 03:00:15"
"Database Connection Error: Failed to connect to 124.43.16.80:1433 in 15000ms","21/04/2025 06:00:15"
"Cannot fetch user payment details","21/04/2025 09:00:03"
"Database Connection Error: payments is not iterable","21/04/2025 09:00:03"
"Cannot fetch user payment details","21/04/2025 12:00:03"
"Database Connection Error: payments is not iterable","21/04/2025 12:00:03"
"Cannot fetch user payment details","21/04/2025 15:00:08"
"Database Connection Error: payments is not iterable","21/04/2025 15:00:08"
"Cannot fetch user payment details","21/04/2025 18:00:03"
"Database Connection Error: payments is not iterable","21/04/2025 18:00:03"
"Cannot fetch user payment details","21/04/2025 21:00:05"
"Database Connection Error: payments is not iterable","21/04/2025 21:00:05"
"Cannot fetch user payment details","22/04/2025 03:00:02"
"Database Connection Error: payments is not iterable","22/04/2025 03:00:02"
"Cannot fetch user payment details","22/04/2025 06:00:03"
"Database Connection Error: payments is not iterable","22/04/2025 06:00:03"
"Cannot fetch user payment details","22/04/2025 09:00:03"
"Database Connection Error: payments is not iterable","22/04/2025 09:00:03"
"Cannot fetch user payment details","22/04/2025 12:00:03"
"Database Connection Error: payments is not iterable","22/04/2025 12:00:03"
"Cannot fetch user payment details","22/04/2025 15:00:04"
"Database Connection Error: payments is not iterable","22/04/2025 15:00:04"
"Cannot fetch user payment details","22/04/2025 18:00:03"
"Database Connection Error: payments is not iterable","22/04/2025 18:00:03"
"Cannot fetch user payment details","22/04/2025 21:00:03"
"Database Connection Error: payments is not iterable","22/04/2025 21:00:03"
"Cannot fetch user payment details","23/04/2025 03:00:03"
"Database Connection Error: payments is not iterable","23/04/2025 03:00:03"
"Cannot fetch user payment details","23/04/2025 06:00:03"
"Database Connection Error: payments is not iterable","23/04/2025 06:00:03"
"Cannot fetch user payment details","23/04/2025 09:00:03"
"Database Connection Error: payments is not iterable","23/04/2025 09:00:03"
"Cannot fetch user payment details","23/04/2025 12:00:03"
"Database Connection Error: payments is not iterable","23/04/2025 12:00:03"
"Cannot fetch user payment details","23/04/2025 15:00:05"
"Database Connection Error: payments is not iterable","23/04/2025 15:00:05"
"Cannot fetch user payment details","23/04/2025 18:00:03"
"Database Connection Error: payments is not iterable","23/04/2025 18:00:03"
"Cannot fetch user payment details","23/04/2025 21:00:03"
"Database Connection Error: payments is not iterable","23/04/2025 21:00:03"
"Cannot fetch user payment details","24/04/2025 03:00:03"
"Database Connection Error: payments is not iterable","24/04/2025 03:00:03"
"Cannot fetch user payment details","24/04/2025 06:00:03"
"Database Connection Error: payments is not iterable","24/04/2025 06:00:03"
"Cannot fetch user payment details","24/04/2025 09:00:03"
"Database Connection Error: payments is not iterable","24/04/2025 09:00:03"
"Cannot fetch user payment details","24/04/2025 12:00:03"
"Database Connection Error: payments is not iterable","24/04/2025 12:00:03"
"Cannot fetch user payment details","24/04/2025 15:00:04"
"Database Connection Error: payments is not iterable","24/04/2025 15:00:04"
"Cannot fetch user payment details","29/04/2025 15:00:03"
"Database Connection Error: payments is not iterable","29/04/2025 15:00:03"
"Cannot fetch user payment details","29/04/2025 18:00:03"
"Database Connection Error: payments is not iterable","29/04/2025 18:00:03"
"Cannot fetch user payment details","29/04/2025 21:00:03"
"Database Connection Error: payments is not iterable","29/04/2025 21:00:03"
"Database Connection Error: Failed to connect to 124.43.16.80:1433 in 15000ms","30/04/2025 00:00:15"
"Database Connection Error: Failed to connect to 124.43.16.80:1433 in 15000ms","30/04/2025 03:00:15"
"Database Connection Error: Failed to connect to 124.43.16.80:1433 in 15000ms","30/04/2025 06:00:15"
"Cannot fetch user payment details","30/04/2025 09:00:03"
"Database Connection Error: payments is not iterable","30/04/2025 09:00:03"
"Cannot fetch user payment details","30/04/2025 15:00:03"
"Database Connection Error: payments is not iterable","30/04/2025 15:00:03"
"Cannot fetch user payment details","30/04/2025 18:00:03"
"Database Connection Error: payments is not iterable","30/04/2025 18:00:03"
"Cannot fetch user payment details","30/04/2025 21:00:03"
"Database Connection Error: payments is not iterable","30/04/2025 21:00:03"
"Cannot fetch user payment details","01/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","01/05/2025 03:00:03"
"Cannot fetch user payment details","01/05/2025 06:00:04"
"Database Connection Error: payments is not iterable","01/05/2025 06:00:04"
"Cannot fetch user payment details","01/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","01/05/2025 09:00:03"
"Cannot fetch user payment details","01/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","01/05/2025 12:00:03"
"Cannot fetch user payment details","01/05/2025 15:00:02"
"Database Connection Error: payments is not iterable","01/05/2025 15:00:02"
"Cannot fetch user payment details","01/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","01/05/2025 18:00:03"
"Cannot fetch user payment details","02/05/2025 00:00:03"
"Database Connection Error: payments is not iterable","02/05/2025 00:00:03"
"Cannot fetch user payment details","02/05/2025 03:00:02"
"Database Connection Error: payments is not iterable","02/05/2025 03:00:02"
"Cannot fetch user payment details","02/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","02/05/2025 06:00:03"
"Cannot fetch user payment details","02/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","02/05/2025 09:00:03"
"Cannot fetch user payment details","02/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","02/05/2025 12:00:03"
"Cannot fetch user payment details","02/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","02/05/2025 15:00:03"
"Cannot fetch user payment details","02/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","02/05/2025 18:00:03"
"Cannot fetch user payment details","02/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","02/05/2025 21:00:03"
"Cannot fetch user payment details","03/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","03/05/2025 03:00:03"
"Cannot fetch user payment details","03/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","03/05/2025 06:00:03"
"Cannot fetch user payment details","03/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","03/05/2025 09:00:03"
"Cannot fetch user payment details","03/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","03/05/2025 12:00:03"
"Cannot fetch user payment details","03/05/2025 15:00:02"
"Database Connection Error: payments is not iterable","03/05/2025 15:00:02"
"Cannot fetch user payment details","03/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","03/05/2025 18:00:03"
"Cannot fetch user payment details","03/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","03/05/2025 21:00:03"
"Cannot fetch user payment details","04/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","04/05/2025 03:00:03"
"Cannot fetch user payment details","04/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","04/05/2025 06:00:03"
"Cannot fetch user payment details","04/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","04/05/2025 09:00:03"
"Cannot fetch user payment details","04/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","04/05/2025 12:00:03"
"Cannot fetch user payment details","04/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","04/05/2025 15:00:03"
"Cannot fetch user payment details","04/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","04/05/2025 18:00:03"
"Cannot fetch user payment details","04/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","04/05/2025 21:00:03"
"Cannot fetch user payment details","05/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","05/05/2025 03:00:03"
"Cannot fetch user payment details","05/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","05/05/2025 06:00:03"
"Cannot fetch user payment details","05/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","05/05/2025 09:00:03"
"Cannot fetch user payment details","05/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","05/05/2025 12:00:03"
"Cannot fetch user payment details","05/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","05/05/2025 15:00:03"
"Cannot fetch user payment details","05/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","05/05/2025 18:00:03"
"Cannot fetch user payment details","05/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","05/05/2025 21:00:03"
"Database Connection Error: Failed to connect to 124.43.16.80:1433 in 15000ms","06/05/2025 00:00:15"
"Database Connection Error: Failed to connect to 124.43.16.80:1433 in 15000ms","06/05/2025 03:00:15"
"Database Connection Error: Failed to connect to 124.43.16.80:1433 in 15000ms","06/05/2025 06:00:15"
"Cannot fetch user payment details","06/05/2025 09:00:04"
"Database Connection Error: payments is not iterable","06/05/2025 09:00:04"
"Cannot fetch user payment details","06/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","06/05/2025 15:00:03"
"Cannot fetch user payment details","06/05/2025 18:00:02"
"Database Connection Error: payments is not iterable","06/05/2025 18:00:02"
"Cannot fetch user payment details","06/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","06/05/2025 21:00:03"
"Cannot fetch user payment details","07/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","07/05/2025 03:00:03"
"Cannot fetch user payment details","07/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","07/05/2025 06:00:03"
"Cannot fetch user payment details","07/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","07/05/2025 09:00:03"
"Cannot fetch user payment details","07/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","07/05/2025 12:00:03"
"Cannot fetch user payment details","07/05/2025 15:00:04"
"Database Connection Error: payments is not iterable","07/05/2025 15:00:04"
"Cannot fetch user payment details","07/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","07/05/2025 18:00:03"
"Cannot fetch user payment details","07/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","07/05/2025 21:00:03"
"Cannot fetch user payment details","08/05/2025 00:00:03"
"Database Connection Error: payments is not iterable","08/05/2025 00:00:03"
"Cannot fetch user payment details","08/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","08/05/2025 03:00:03"
"Cannot fetch user payment details","08/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","08/05/2025 06:00:03"
"Cannot fetch user payment details","08/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","08/05/2025 09:00:03"
"Cannot fetch user payment details","08/05/2025 15:00:02"
"Database Connection Error: payments is not iterable","08/05/2025 15:00:02"
"Cannot fetch user payment details","08/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","08/05/2025 18:00:03"
"Cannot fetch user payment details","08/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","08/05/2025 21:00:03"
"Cannot fetch user payment details","09/05/2025 00:00:03"
"Database Connection Error: payments is not iterable","09/05/2025 00:00:03"
"Cannot fetch user payment details","09/05/2025 03:00:02"
"Database Connection Error: payments is not iterable","09/05/2025 03:00:02"
"Cannot fetch user payment details","09/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","09/05/2025 06:00:03"
"Cannot fetch user payment details","09/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","09/05/2025 12:00:03"
"Cannot fetch user payment details","09/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","09/05/2025 15:00:03"
"Cannot fetch user payment details","09/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","09/05/2025 18:00:03"
"Cannot fetch user payment details","09/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","09/05/2025 21:00:03"
"Cannot fetch user payment details","10/05/2025 00:00:03"
"Database Connection Error: payments is not iterable","10/05/2025 00:00:03"
"Cannot fetch user payment details","10/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","10/05/2025 03:00:03"
"Cannot fetch user payment details","10/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","10/05/2025 06:00:03"
"Cannot fetch user payment details","10/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","10/05/2025 09:00:03"
"Cannot fetch user payment details","10/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","10/05/2025 12:00:03"
"Cannot fetch user payment details","10/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","10/05/2025 15:00:03"
"Cannot fetch user payment details","10/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","10/05/2025 18:00:03"
"Cannot fetch user payment details","10/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","10/05/2025 21:00:03"
"Cannot fetch user payment details","11/05/2025 00:00:03"
"Database Connection Error: payments is not iterable","11/05/2025 00:00:03"
"Cannot fetch user payment details","11/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","11/05/2025 03:00:03"
"Cannot fetch user payment details","11/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","11/05/2025 06:00:03"
"Cannot fetch user payment details","11/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","11/05/2025 09:00:03"
"Cannot fetch user payment details","11/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","11/05/2025 12:00:03"
"Cannot fetch user payment details","11/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","11/05/2025 15:00:03"
"Cannot fetch user payment details","11/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","11/05/2025 18:00:03"
"Cannot fetch user payment details","11/05/2025 21:00:03"
"Database Connection Error: payments is not iterable","11/05/2025 21:00:03"
"Cannot fetch user payment details","12/05/2025 00:00:03"
"Database Connection Error: payments is not iterable","12/05/2025 00:00:03"
"Cannot fetch user payment details","12/05/2025 03:00:03"
"Database Connection Error: payments is not iterable","12/05/2025 03:00:03"
"Cannot fetch user payment details","12/05/2025 06:00:03"
"Database Connection Error: payments is not iterable","12/05/2025 06:00:03"
"Cannot fetch user payment details","12/05/2025 09:00:03"
"Database Connection Error: payments is not iterable","12/05/2025 09:00:03"
"Cannot fetch user payment details","12/05/2025 12:00:03"
"Database Connection Error: payments is not iterable","12/05/2025 12:00:03"
"Cannot fetch user payment details","12/05/2025 15:00:03"
"Database Connection Error: payments is not iterable","12/05/2025 15:00:03"
"Cannot fetch user payment details","12/05/2025 18:00:03"
"Database Connection Error: payments is not iterable","12/05/2025 18:00:03"
